"uid","idx","note"
 "RP211","1","Perhaps the unmarried daughter of this name of Charles Yaxley of Yaxley and his wife Elizabeth Lovell of East Harling (Stirnet). Charles was son of Henry Yaxley and Frances Waldegraves, three of whose daughters were nuns, GP301, CB211 and BB201."
 "AC137","1","Mentioned in Hardman (1937), pp. 39, 41."
 "AC102","1","Mentioned in Hardman (1937), pp. 39."
 "AC044","1","Mentioned in Hardman (1937), pp. 39."
 "AC138","1","Mentioned in Hardman (1937), pp. 39.
"
 "AC074","1","Mentioned in Hardman (1937), pp. 39."
 "GB241","2","Listed as one of three unmarried daughters of these parents, Anne, Barbara and Jeronima in Stirnet, following Visitation of Essex. Probably named after the wife of her uncle Charles Waldegrave, Jeronima Jerningham."
 "AC140","1","Mentioned in Hardman (1937), pp. 52-53, p. 116."
 "MW163","2","Listed in Stirnet, following Visitation of Essex, for Nicholas Waldegrave of Borley, Essex, and his wife Katherine Browne, are three unmarried daughters of these parents, Anne, Barbara and Jeronima. The second two were certainly BB189 and GB241: very likely this was the third sister."
 "AC096","1","Mentioned in Hardman (1937), pp. 46, 69, 75, 78. 86, 122, 132."
 "LC024","1","Mentioned in Hardman (1937), p. 81-83."
 "LC046","1","Mentioned in Hardman (1937), p. 86, portrait facing p. 134."
 "LC064","1","Mentioned in Hardman (1937), p. 86."
 "LC065","3","Mentioned in Hardman (1937), pp. 86-87. Dunkirk History p38 explains that her deafness was brought on by walking barefoot."
 "LC063","2","Mentioned in Hardman (1937), p. 86."
 "LC003","1","Mentioned in Hardman (1937), pp. 125-127."
 "MW032","2","Served as Assistant to the Superior, Dispenser (or keeper of the stores) and Consultress (biog dict)."
 "MW003","1","Said to have been a close kinswoman of Cecily Cornwallis MW055, whose mother was an Arundel (biog dict). Given her dates she was possibly a daughter of Cecily's cousin, Thomas Arundel, 4th Lord of Wardour (1633-1711/2) and his wife Margaret Spencer."
 "MW002","1","Held offices of Keeper of Linen, Dispenser, Assistant and Consultress (biog dic)."
 "MW026","1","For some years she held the unenviable post of 'Caller', and then for 40 years served as cook (biog dic)."
 "MW027","1","Assistant infirmarian for nearly thirty years (biog dic)."
 "MW038","3","Also served as Librarian and as Consultress (biog dic)."
 "MW039","1","Mistress of the day School from 1766 until her sudden death in 1777 (biog dic)."
 "MW060","2","Taught French, 'ornamental work' and Latin in the boarding school (biog dic)."
 "MW097","1","Infirmarian to the 'pensioners' or children in the boarding school (biog dic)."
 "MW143","1","Converted through the influence of her aunt Mrs Heneage of Haniton Lincs. Also Assistant Dispenser (biog dic)."
 "DB115","1","Dunkirk History p26 suggests she was a connection of Abbess Caryll through her cousin Philippa married Lord Morley amd Monteagle."
 "RP055","3","Extract from obit: She was when very young placed in the holy congregation of the English Jesuitresses at Paris [Mary Ward Sisters] whear she made vows according to their institute & lived in great piety and devotion in that state, her hart still sighing & desiring a Religious life in our Convent "
 "MW062","1","Probably a pupil in Cologne: not known where exactly she joined. Mary Ward refers to her in a letter written from London c. 1639. Known to have been in Rome 1656. She was elected as the fourth General Superior after Mary Poyntz' death in 1667. (CK-B)"
 "MW082","1","She was in Liège in 1627."
 "MW098","1","Probably of French origin: left Institute at suppression."
 "MW124","1","Nothing further known about her."
 "MW016","1","She is given in Sister Ursula Dirmeier's list: so far no additional sources located. "
 "LC084","3","Mentioned in Hardman (1937) pp. 127 - 129."
 "MW145","2","Father given in convent texts: confirmation still being sought."
 "MW146","1","Companions records her as daughter of earl of Shrewsbury: confirmation still being sought."
 "MW149","2","Father given in convent sources: confirmation still being sought."
 "AC042","1","Mentioned in Hardman (1936), p. 1-2, 7, 19-21."
 "AC039","1","Mentioned in Hardman (1936), p. 1, 8, 16."
 "AC079","2","Mentioned in Hardman (1936), p. 2, 17, 19-21, 24"
 "MW167","2","Founder of English Poor Clares who settled at Gravelines before establishing her Institute at St Omer.
For full list of her writings see the sources page of the CJ website www.cjengland.org (CK-B)
[http://0-www.oxforddnb.com.catalogue.ulrls.lon.ac.uk/view/article/28699, accessed 18 July 2011]"
 "AC140","2","Mentioned in Hardman (1936), p. 3, 7."
 "AC074","2","Mentioned in Hardman (1936), p. 7, 11 [Hardman gives date of death as 28 April, 1670.]"
 "AC081","2","Mentioned in Hardman (1936), p. 9."
 "CB077","1","_Life and Death of Dame Margaret Gascoigne by Augustine Baker_, ed John Clark, Institute fur Anglistik und Amerikanistik, Universitat Salzburg, A-5020 Salzburg, 2006"
 "BF198","1","Father described 'of Bruges'. Obit describes her as a lay sister and a back woman of Bruges. Ages for clothing and profession as in sources: should profession be 24? "
 "AC066","2","Father's status given as 'Esq'"
 "AC131","2","Father's status given as 'Esq' in convent sources."
 "LA032","1","Father described as from Yorkshire."
 "BF004","1","She left 'saying she found the duties of religion too hard for her to comply with': see BC p84"
 "BF005","1","Name does not appear in the elections for 1815 suggesting a date of death between 1812 and 1815."
 "BF017","1","P2 of Franciscana reports that out of love for their friend Ann Baker Samuel Alexander and Jane Hercott left England and came to live in the convent. After the death of her husband Jane devoted herself to the service of the convent and made a number of journeys to England. She and her husband gave money, plate and gifts worth £500 to the convent and would have given more had they been able."
 "BF184","1","Skilful in prick song and played the treble viol very well. With her sister brought music into the Choir: See BC p11."
 "BF135","1","Sent to England 1638"
 "LS066","1","Responsible for many liturgical reforms."
 "LS061","2","'greatly revered for her mysticism'"
 "LS171","1","1678 sent to the convent at Bouiloon with Mother Angeline preston to reform the convent: remained there as Prioress until her death in 1680: see M Metcalfe thesis 'Sepultus Est' p30. "
 "LS177","1","In 1678 sent to Bouillon with Mother Anne Frances Plenevaux, becoming Prioress on the latter's death. She was given permission to return to Liège in 1685: see M Metcalfe thesis 'Sepultus Est', p30. "
 "LS061","3","According to Maurice Whitehead, joint author with Father John Howard SJ of _Prayers and Devout Instructions for different times & duties of the Day_, Liège, 1776. The book was for the use in the Sepulchrine school and the Jesuit academy."
 "LA131","2","Mother Protestant"
 "BD008","2","p198: she left Ireland when still a girl.... she determined to abjure Protestantism & embrace the saving Roman Catholic Faith..."
 "PC018","1","Diary p244 describes parents as Protestant and says she made her abjuration at Hammersmith in 1713. Was this the result of the work of the Mary Ward Sisters? (CB)"
 "OB140","2","This lady was evidently a kinswoman of Catherine Whetenhall abbess of Brussels BB194, who was daughter of Henry Whetenhall and his wife Lettice Tichborne; and also kinswoman of Elizabeth Anne Whetenhall PC124 who declared herself daughter of Thomas Whetenhall and Anne Saunders of Shankton and is said to have had a younger sister Catherine who died a pensioner at Paris in 1717. The three nuns were born between 1693 and 1699, with this lady the youngest. Probably they were cousins and two of them were sisters. Without further research the matter cannot be settled. One point, however, can  be cleared up. Foley, English Jesuits v, 802, thought that Henry Whetenhall S.J.'s grandfather Thomas was probably father of Henry and all three of these nuns, whereas one at least was certainly Henry's daughter and all three were contemporaries. Foley muddied the waters by reference to Henry?s father Thomas's second wife Elizabeth Bedingfield just before he speculates about Thomas as the father of Henry and the three nuns. The difficulty was noted in the Bedingfield Papers, p. 90 note, where it was noted that the Oxburgh pedigree of the Bedingfields showed that Elizabeth died without issue. That this was incontrovertibly the fact is shown by her epitaph in Peckham church, where she was buried aged 27 in 1664; it was written by her husband and stated that she died childless (transcribed in A Manor Through Four Centuries, AR Cook, Oxford, 1938, p. 40). "
 "LC042","1","Her parents are clearly the same as those of Mary PC044 so the fuller details available for Mary's parents are used here."
 "GP013","2","According to the Visitation of Yorkshire by Sir William Dugdale, 1665 and 1666, George Anne of Frickley had two daughters, Bridget and Frances, who were nuns in Flanders."
 "LA195","1","Great-great-niece of Ursula Palmes,BA149, died 1679."
 "LA096","3","A pedigree of Fortescue of Salden among the Sepulchrine papers at Douai names her mother as Mary Magdalen Revesby."
 "BB168","2","Foster's Pedigrees of Yorkshire Families ii Stapleton of Carleton makes both Mary and Charlotte OB030 daughters of Nicholas's second wife Mabel Bagnall, although he dates the marriage to 1722, which is Charlotte's case could mean she was daughter of the first marriage to Charlotte Eure and thus full sister to Mary."
 "GB151","1","Her parents are given as John Messenger and Margaret Scroot. The full details are found in Walbran's pedigree of Messenger (copied in a Douai ms)."
 "OB019","7","Her mother was niece of Abbess Mary Knatchbull of Ghent GB118. She was Anne Audley of Essex, daughter of Catherine Knatchbull's first marriage, and had married her step-brother through her mother's second marriage to Piers Butler of Callan Castle, co. Kilkenny, Ireland."
 "PC046","2","Said in the notes to the Diary to have been a cousin of Mary Bridget Harris PC044. Possibly therefore a sister of Abbess Mary Teresa PC045, daughter of Richard Harris and Martha Hawkins."
